ENTITY_NAME,TICKER,INDUSTRY,SECTOR,PRIMARY_INDUSTRY,MARKETCAP,TEV,TOTAL_REV_LTM,TOTAL_REV_FY2024,TOTAL_REV_FY2023,TOTAL_REV_FY2022,TOTAL_REV_FY2021,EBITDA_LTM,EBITDA_FY2024,EBITDA_FY2023,EBITDA_FY2022,EBITDA_FY2021,EBIT_LTM,EBIT_FY2024,EBIT_FY2023,EBIT_FY2022,EBIT_FY2021,INTEREST_EXPENSE_LTM,INTEREST_EXPENSE_FY2024,INTEREST_EXPENSE_FY2023,INTEREST_EXPENSE_FY2022,INTEREST_EXPENSE_FY2021,NET_INCOME_LTM,NET_INCOME_FY2024,NET_INCOME_FY2023,NET_INCOME_FY2022,NET_INCOME_FY2021,CASH_EQUIV_LTM,CASH_EQUIV_FY2024,CASH_EQUIV_FY2023,CASH_EQUIV_FY2022,CASH_EQUIV_FY2021,TOTAL_ASSETS_LTM,TOTAL_ASSETS_FY2024,TOTAL_ASSETS_FY2023,TOTAL_ASSETS_FY2022,TOTAL_ASSETS_FY2021,TOTAL_DEBT_LTM,TOTAL_DEBT_FY2024,TOTAL_DEBT_FY2023,TOTAL_DEBT_FY2022,TOTAL_DEBT_FY2021,TOTAL_EQUITY_LTM,TOTAL_EQUITY_FY2024,TOTAL_EQUITY_FY2023,TOTAL_EQUITY_FY2022,TOTAL_EQUITY_FY2021,TOTAL_REV_1YR_ANN_GROWTH_LTM,TOTAL_REV_1YR_ANN_GROWTH_FY2024,TOTAL_REV_1YR_ANN_GROWTH_FY2023,TOTAL_REV_1YR_ANN_GROWTH_FY2022,TOTAL_REV_1YR_ANN_GROWTH_FY2021,GROSS_MARGIN_LTM,GROSS_MARGIN_FY2024,GROSS_MARGIN_FY2023,GROSS_MARGIN_FY2022,GROSS_MARGIN_FY2021,EBITDA_MARGIN_LTM,EBITDA_MARGIN_FY2024,EBITDA_MARGIN_FY2023,EBITDA_MARGIN_FY2022,EBITDA_MARGIN_FY2021,EBIT_MARGIN_LTM,EBIT_MARGIN_FY2024,EBIT_MARGIN_FY2023,EBIT_MARGIN_FY2022,EBIT_MARGIN_FY2021,NET_MARGIN_LTM,NET_MARGIN_FY2024,NET_MARGIN_FY2023,NET_MARGIN_FY2022,NET_MARGIN_FY2021,DEBT_TO_EQUITY_LTM,DEBT_TO_EQUITY_FY2024,DEBT_TO_EQUITY_FY2023,DEBT_TO_EQUITY_FY2022,DEBT_TO_EQUITY_FY2021,DEBT_TO_EBITDA_LTM,DEBT_TO_EBITDA_FY2024,DEBT_TO_EBITDA_FY2023,DEBT_TO_EBITDA_FY2022,DEBT_TO_EBITDA_FY2021,ROA_LTM,ROA_FY2024,ROA_FY2023,ROA_FY2022,ROA_FY2021,ROC_LTM,ROC_FY2024,ROC_FY2023,ROC_FY2022,ROC_FY2021,ROE_LTM,ROE_FY2024,ROE_FY2023,ROE_FY2022,ROE_FY2021,LFCF_MARGIN_LTM,LFCF_MARGIN_FY2024,LFCF_MARGIN_FY2023,LFCF_MARGIN_FY2022,LFCF_MARGIN_FY2021,UFCF_MARGIN_LTM,UFCF_MARGIN_FY2024,UFCF_MARGIN_FY2023,UFCF_MARGIN_FY2022,UFCF_MARGIN_FY2021,CURRENT_RATIO_LTM,CURRENT_RATIO_FY2024,CURRENT_RATIO_FY2023,CURRENT_RATIO_FY2022,CURRENT_RATIO_FY2021,UNLEVERED_FCF_LTM,UNLEVERED_FCF_FY2024,UNLEVERED_FCF_FY2023,UNLEVERED_FCF_FY2022,UNLEVERED_FCF_FY2021,LEVERED_FCF_LTM,LEVERED_FCF_FY2024,LEVERED_FCF_FY2023,LEVERED_FCF_FY2022,LEVERED_FCF_FY2021,EV/REVENUE_LTM,EV/EBITDA_LTM,EV/EBIT_LTM,EV/UFCF_LTM,EV/REVENUE_FY2024,EV/EBITDA_FY2024,EV/EBIT_FY2024,EV/UFCF_FY2024,EV/REVENUE_FY2023,EV/EBITDA_FY2023,EV/EBIT_FY2023,EV/UFCF_FY2023,EV/REVENUE_FY2022,EV/EBITDA_FY2022,EV/EBIT_FY2022,EV/UFCF_FY2022,EV/REVENUE_FY2021,EV/EBITDA_FY2021,EV/EBIT_FY2021,EV/UFCF_FY2021,PE_LTM,PE_FY2024,PE_FY2023,PE_FY2022,PE_FY2021,PBV_LTM,PBV_FY2024,PBV_FY2023,PBV_FY2022,PBV_FY2021,EV/REVENUE_FWD_2025,EV/REVENUE_FWD_2026,EV/REVENUE_FWD_2027,EV/EBITDA_FWD_2025,EV/EBITDA_FWD_2026,EV/EBITDA_FWD_2027,EV/EBIT_FWD_2025,EV/EBIT_FWD_2026,EV/EBIT_FWD_2027,PE_FWD_2025,PE_FWD_2026,PE_FWD_2027,PBV_FWD_2025,PBV_FWD_2026,PBV_FWD_2027,PRICE_CLOSE_2025,PRICE_CLOSE_2024,PRICE_CLOSE_2023,PRICE_CLOSE_2022,PRICE_CLOSE_2021,FLOAT_SHARES_PERCENT,SHARES_OUT_2025,SHARES_OUT_2024,SHARES_OUT_2023,SHARES_OUT_2022,SHARES_OUT_2021,BETA_3YR_COUNTRY,BETA_3YR_INDUSTRY,BETA_RSQUARED_3YR_COUNTRY,BETA_RSQUARED_3YR_INDUSTRY,COMMON_DIV_DECLARED_LTM,COMMON_DIV_DECLARED_FY2024,COMMON_DIV_DECLARED_FY2023,COMMON_DIV_DECLARED_FY2022,COMMON_DIV_DECLARED_FY2021,PAYOUT_RATIO_LTM,PAYOUT_RATIO_FY2024,PAYOUT_RATIO_FY2023,PAYOUT_RATIO_FY2022,PAYOUT_RATIO_FY2021
Duratex S.A. (BOVESPA:DURA4),DURA4,Building Products,Industrials,Building Products,NA,NA,"1,819,756",NA,NA,NA,NA,"453,912",NA,NA,NA,NA,"365,375",NA,NA,NA,NA,"238,411",NA,NA,NA,NA,"259,319",NA,NA,NA,NA,"400,066",NA,NA,NA,NA,"3,249,018",NA,NA,NA,NA,"930,438",NA,NA,NA,NA,"1,792,219",NA,NA,NA,NA,1.68,NA,NA,NA,NA,38.76,NA,NA,NA,NA,24.94,NA,NA,NA,NA,20.08,NA,NA,NA,NA,14.16,NA,NA,NA,NA,51.92,NA,NA,NA,NA,2.05,NA,NA,NA,NA,7.48,NA,NA,NA,NA,8.92,NA,NA,NA,NA,15.18,NA,NA,NA,NA,8.33,NA,NA,NA,NA,17.01,NA,NA,NA,NA,1.59,NA,NA,NA,NA,"399,596",NA,NA,NA,NA,"250,590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673,NA,NA,NA,NA,36.154,NA,NA,NA,NA
EcoRodovias Infraestrutura e Logística S.A. (BOVESPA:ECOR3),ECOR3,Transportation Infrastructure,Industrials,Highways and Railtracks,"5,411.93","26,055.70","10,476,259","9,872,372","8,845,179","6,061,329","4,651,761","4,735,273","4,422,282","3,656,315","2,138,299","2,226,031","3,769,552","3,563,803","2,953,914","1,623,395","1,572,156","1,759,388","1,534,986","1,297,425","861,657","526,824","739,307","913,451","596,632","234,059","367,262","2,409,899","2,337,602","3,524,241","1,379,459","2,070,271","32,690,853","29,296,082","25,959,901","18,108,909","16,393,894","23,167,973","20,277,116","18,154,929","11,645,342","9,985,438","4,039,898","3,690,546","2,986,260","2,518,680","2,330,038",7.21,11.61,45.93,30.3,16.3,39.4,39.59,36.8,31.79,39.55,45.2,44.8,41.34,35.28,47.85,35.98,36.1,33.4,26.78,33.8,7.21,9.16,6.44,4.05,8,573.48,549.43,607.95,462.36,428.55,4.78,4.48,4.86,5.32,4.43,7.8,8.06,8.38,5.88,7.15,9.41,9.88,10.46,7.66,9.42,19.63,27.36,21.68,9.96,30.78,-18.64,-18.64,-32.6,-27.15,-23.73,-9.51,-9.51,-23.86,-18.63,-17.04,0.67,0.67,0.98,0.63,0.64,"-3,243,040","-939,170","-2,110,284","-1,129,192","-792,477","-4,275,089","-1,839,934","-2,883,654","-1,645,379","-1,103,623",2.49,5.38,6.91,NM,2.64,5.76,7.31,NM,2.64,5.76,7.31,NM,2.75,5.76,7.31,NM,2.64,5.76,7.31,NM,7.17,5.24,27.65,7.29,NM,1.43,1.09,2.91,1.41,71.68,3.5,3.48,3.36,4.78,4.64,4.31,6.42,6.42,5.92,7.2,9.2,7.6,1.3,1.2,1,7.78,4.29,9.65,4.3,7.24,47.3,"695,621,226","695,621,226","695,621,226","695,621,226","695,621,226",1.82,1.31,0.41,0.4,0.31,0.31,0.19,0.008,NA,17.91,14.96,10.24,2.15,NA
Electro Aço Altona S.A. (BOVESPA:EALT4),EALT4,Metals and Mining,Materials,Steel,265.47,351.4,"588,954","564,238","495,479","492,141","386,550","127,942","124,747","72,834","74,932","57,434","105,308","101,409","52,744","58,438","44,493","20,292","20,831","19,266","7,805","9,485","81,298","66,541","49,313","37,002","36,313","11,442","12,904","14,899","12,611","22,696","630,349","618,724","560,724","512,986","491,613","97,561","120,942","127,355","127,694","130,139","332,505","295,589","243,576","215,087","187,717",10.51,13.88,0.68,27.32,53.53,26.49,29.66,23.76,22.67,23.96,21.72,22.11,14.7,15.23,14.86,17.88,17.97,10.65,11.87,11.51,13.8,11.79,9.95,7.52,9.39,29.34,40.92,52.29,59.37,69.33,0.76,0.97,1.74,1.7,2.27,10.76,10.75,6.14,7.27,6.19,16.23,16.1,9.24,11.06,9.35,27.46,24.68,21.5,18.37,19.56,2.43,2.43,-1.24,-1.11,-10.8,4.73,4.73,1.19,-0.12,-9.27,1.16,1.16,1.1,0.99,1.19,"42,941","26,712","5,892",-576,"-35,814","30,258","13,692","-6,149","-5,454","-41,742",0.6,2.74,3.34,8.18,0.62,2.81,3.47,13.16,0.62,2.81,3.47,13.16,0.77,2.81,3.47,13.16,0.62,2.81,3.47,13.16,3.17,6.08,5.71,4.33,6.09,0.77,1.23,0.98,0.84,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.45,13.33,9.4,6.99,6.83,45.72,"22,300,000","22,500,000","22,500,000","22,500,000","22,500,000",0.28,0.42,0.02,0.07,NA,NA,0.138,0.114,NA,NA,NA,NA,NA,25.18
Elekeiroz S.A.,,Chemicals,Materials,Commodity Chemicals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elektro Redes S.A. (BOVESPA:EKTR4),EKTR4,Electric Utilities,Utilities,Electric Utilities,"9,153.93","16,047.90","9,565,000","9,328,000","8,703,000","8,388,000","8,505,000","2,627,000","2,442,000","2,364,000","2,124,000","1,702,000","2,211,000","2,049,000","1,996,000","1,809,000","1,404,000","802,000","658,000","558,000","480,000","267,000","964,000","915,000","971,000","986,000","822,000","560,000","745,000","657,000","527,000","624,000","12,292,000","12,011,000","10,862,000","9,926,000","10,677,000","7,482,000","7,324,000","5,600,000","5,102,000","5,040,000","2,333,000","2,013,000","2,999,000","2,865,000","3,234,000",6.91,7.18,3.76,-1.38,24.47,24.28,21.51,23.13,20.94,14.03,27.47,26.18,27.16,25.32,20.01,23.12,21.97,22.94,21.57,16.51,10.08,9.81,11.16,11.76,9.67,320.7,363.84,186.73,178.08,155.84,2.85,3,2.37,2.4,2.96,11.42,11.2,12,10.98,8.8,14.58,14.28,15.06,13.92,11.48,41.82,36.51,33.12,32.33,26.45,5.47,5.47,4.15,7.7,-6.95,9.88,9.88,8.15,11.27,-4.99,0.96,0.96,1.19,1.23,1.47,"-142,125","921,625","709,500","945,625","-424,500","-643,375","510,375","360,750","645,625","-591,375",1.68,6.11,7.26,NM,1.72,6.57,7.83,17.41,1.72,6.57,7.83,17.41,1.28,6.57,7.83,17.41,1.72,6.57,7.83,17.41,9.18,10.14,7.45,8.59,9.41,3.79,3.28,2.56,2.18,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.66,50.8,37.9,36.43,28.75,0.32,"193,759,265","193,759,265","193,759,265","193,759,265","193,759,265",0.03,0.48,0,0.06,NA,NA,5.238,4.055,4.436,123.76,215.63,74.36,144.83,76.4
Embpar Participacoes S.A. (BOVESPA:EPAR3),EPAR3,Specialty Retail,Consumer Discretionary,Automotive Retail,66.13,63.1,"2,915","24,373","457,471","1,086,530","943,247","-6,531","-11,502","34,065","93,808","77,907","-7,784","-12,990","10,912","86,956","75,561",NA,145,"3,358","7,761","9,576","-8,645","-6,790","15,554","63,450","73,894","2,990","5,387","6,896","33,542","59,484","56,747","68,946","101,563","315,681","258,128",0,0,617,"88,318","68,564","40,889","55,289","80,079","114,866","90,069",-98.96,-94.67,-57.9,15.19,107.85,9.43,-2.32,16.77,16.59,16.22,-224.05,-47.19,7.45,8.63,8.26,-267.03,-53.3,2.39,8,8.01,-296.57,-27.86,3.4,5.84,7.83,NA,NA,0.77,76.89,76.12,NA,NA,0.02,0.94,0.82,-6.3,-9.52,3.27,18.94,22.85,-8.27,-11.94,4.81,30.04,40.99,-14.69,-10.03,15.96,61.92,127.35,39.05,39.05,19.37,-0.68,1.41,39.42,39.42,19.83,-0.23,2.04,15.81,15.81,4.26,1.48,1.85,"10,690","9,607","90,701","-2,507","19,263","10,690","9,517","88,602","-7,357","13,278",21.66,NM,NM,5.91,2.59,NM,NM,6.57,2.59,NM,NM,6.57,0.18,NM,NM,6.57,2.59,NM,NM,6.57,NM,4.94,3,1.93,12.33,1.62,0.96,1.66,1.59,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,5.17,12.8,9.62,13.19,30.51,"14,860,568","14,860,568","14,860,568","14,860,568","14,860,568",0.09,0.33,0,0.04,0.875,2.086,2.624,1.242,2.019,NA,NA,NA,NA,NA
Embraer S.A. (BOVESPA:EMBR3),EMBR3,Aerospace and Defense,Industrials,Aerospace and Defense,"58,971.38","66,289.40","39,804,538","35,424,174","26,110,517","23,448,771","22,669,705","4,080,785","3,499,472","1,980,868","312,461","1,516,541","3,595,814","2,858,896","1,428,545","-241,283","901,249","1,195,617","1,148,091","1,174,867","1,090,561","1,316,370","2,093,674","1,923,831","784,355","-1,047,213","-267,618","3,568,864","9,678,721","7,887,311","9,479,949","10,147,201","65,886,626","73,219,718","52,201,228","52,918,325","56,670,203","12,683,851","16,117,596","14,437,965","17,083,576","22,828,248","19,688,082","20,710,908","14,714,230","14,736,781","15,484,552",40.55,35.67,11.35,3.44,15.42,18.57,18.02,17.25,20.09,15.61,10.25,9.88,7.59,1.33,6.69,9.03,8.07,5.47,-1.03,3.98,5.37,5.42,3,-4.07,-1.21,64.42,77.82,98.12,115.93,147.43,3.11,4.61,7.29,54.67,14.33,3.56,2.85,1.7,-0.28,1.01,6.91,5.42,2.93,-0.43,1.47,11.32,10.86,5.33,-6.93,-1.75,4.41,4.41,0.93,8.56,2.92,6.44,6.44,3.74,11.46,6.55,1.48,1.48,1.65,1.79,2.08,"3,114,162","2,280,608","976,312","2,687,946","1,485,083","2,366,901","1,563,051","242,020","2,006,346","662,351",1.67,16.4,18.64,21.29,1.87,19.07,23.38,29.07,1.87,19.07,23.38,29.07,0.87,19.07,23.38,29.07,1.87,19.07,23.38,29.07,27.61,52.79,NM,NM,NM,3.24,3.07,1.24,0.69,1.23,1.67,1.48,1.36,14.65,12.14,10.74,20.29,16.43,14.19,25.5,18,14.5,3.1,2.7,2.4,80.39,56.33,22.66,13.96,24.44,94.58,"733,566,139","734,632,807","734,632,806","734,632,806","734,632,806",0.44,0.98,0.04,0.34,0.07,0.07,NA,NA,NA,2.42,NA,8.51,NA,NA
Empreendimentos Pague Menos S.A. (BOVESPA:PGMN3),PGMN3,Consumer Staples Distribution and Retail,Consumer Staples,Drug Retail,"2,231.71","5,696.20","13,684,571","12,641,825","11,202,122","9,189,075","7,528,710","686,200","750,299","566,897","766,213","650,412","689,290","573,165","406,803","378,885","371,758","453,563","437,000","552,398","491,020","280,221","163,028","103,148","2,735","263,049","164,457","243,754","149,126","438,500","163,742","654,121","9,115,564","8,983,695","8,988,598","8,597,426","6,573,254","3,700,451","3,507,097","3,757,346","3,812,899","3,022,120","2,786,137","2,722,409","2,660,506","2,342,993","2,090,197",16.3,12.85,21.91,22.05,9.77,31.86,31.85,31.65,32.11,32.15,5.01,5.94,5.06,8.34,8.64,5.04,4.53,3.63,4.12,4.94,0.44,0,0,2.87,2.18,132.82,128.82,141.23,162.74,144.59,3.65,3.27,4.22,4.98,4.65,4.87,3.99,2.89,3.12,3.77,6.79,5.67,4.04,4.2,4.97,6,3.83,0.11,11.87,8.16,2.55,2.55,4.9,-4.26,-3.73,4.71,4.71,7.98,-0.92,-1.4,1.37,1.37,1.39,1.41,1.6,"446,201","595,759","893,815","-84,381","-105,436","162,724","322,634","548,566","-391,268","-280,574",0.42,5.58,8.16,12.77,0.45,5.27,9.83,9.56,0.45,5.27,9.83,9.56,0.66,5.27,9.83,9.56,0.45,5.27,9.83,9.56,37.89,NA,NM,11.29,35.51,0.8,0.63,0.73,0.88,2.08,0.37,0.34,0.31,7.05,6.27,5.77,8.67,7.32,6.64,14.1,10.7,8.2,0.7,0.7,0.7,3.6,3.11,3.88,4.19,9.09,NM,"619,918,729","574,859,030","540,449,339","441,412,042","443,780,264",1.59,1.03,0.31,0.42,0.253,0.253,0.296,0.186,NA,247.47,NM,NM,NA,NA
Empresa Metropolitana de Águas e Energia S.A. (BOVESPA:EMAE4),EMAE4,Independent Power and Renewable Electricity Producers,Utilities,Renewable Electricity,"2,978.48","2,731.10","625,682","621,368","603,326","532,685","529,024","4,805","-7,288","58,509","-23,652","78,425","-5,607","-17,784","51,417","-29,476","72,679",180,224,312,NA,"1,312","66,744","54,724","150,480","68,015","149,918","247,391","311,326","426,282","436,741","311,072","2,195,449","2,087,293","2,087,290","1,990,685","1,632,597",0,0,0,0,0,"1,262,988","1,184,722","1,088,489","1,124,182","737,734",-0.8,2.99,13.26,0.69,18.32,42.4,38.21,28.14,13.72,30.41,0.77,-1.17,9.7,-4.44,14.82,-0.9,-2.86,8.52,-5.53,13.74,10.67,8.81,24.94,12.77,28.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.53,1.58,-1.02,2.72,-0.29,-0.98,2.91,-1.98,5.97,5.55,4.82,13.6,7.31,20.59,19.42,19.42,7.29,-52.9,-37.4,19.44,19.44,7.32,-52.9,-37.25,5.04,5.04,6.02,8.34,4.06,"90,953","120,790","44,190","-281,806","-197,045","90,840","120,650","43,995","-281,806","-197,865",4.36,NM,NM,30.03,4.4,NM,NM,22.61,4.4,NM,NM,22.61,4.04,NM,NM,22.61,4.4,NM,NM,22.61,19.24,NA,32.04,NA,NA,1.02,1.39,1.94,3.43,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.74,40.9,58.99,68.41,67.15,24.86,"36,947,064","36,947,084","36,947,084","36,947,084","36,947,084",0.5,0.68,0.03,0.11,0.839,0.839,2.608,2.033,1.352,40.5,100.71,70.8,43.47,188.69
Energisa Mato Grosso - Distribuidora de Energia S/A (BOVESPA:ENMT4),ENMT4,Electric Utilities,Utilities,Electric Utilities,"12,449.57","18,538.10","8,589,035","8,214,479","7,565,255","7,131,856","7,183,741","2,110,549","2,165,586","2,497,668","2,162,325","1,923,217","1,786,636","1,860,362","2,232,077","1,920,248","1,687,231","664,509","558,194","467,262","822,089","266,560","1,022,769","1,088,082","1,379,044","1,190,704","1,015,545","159,435","97,844","162,215","154,900","77,274","14,894,129","14,164,988","13,011,019","11,807,373","11,042,402","7,671,866","6,903,558","5,392,186","4,948,787","4,500,725","4,160,616","4,259,878","3,761,112","3,099,193","2,659,092",8.34,8.58,6.08,-0.72,40.97,23.3,24.75,34.14,31.44,26.37,24.57,26.36,33.02,30.32,26.77,20.8,22.65,29.5,26.93,23.49,11.91,13.25,18.23,16.7,14.14,184.39,162.06,143.37,159.68,169.26,3.63,3.18,2.16,2.29,2.34,7.68,8.56,11.24,10.51,10.34,10.17,11.45,16.22,15.78,14.73,25.02,27.13,40.2,41.36,38.04,-1.17,-1.17,5.61,6.48,-1.68,3.08,3.08,9.47,13.68,0.64,1.53,1.53,1.2,1.11,1.15,"169,885","252,650","716,408","975,881","46,073","-245,434","-96,221","424,369","462,075","-120,527",2.16,8.77,10.38,109.12,2.26,8.55,9.96,73.37,2.26,8.55,9.96,73.37,2.98,8.55,9.96,73.37,2.26,8.55,9.96,73.37,11.99,13.48,12.5,15.65,25.84,2.95,4.94,4.8,6.16,6.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,84.9,68,81,80.56,2.49,"218,941,939","218,941,939","218,941,939","218,941,939","218,941,939",0.16,0.51,0.01,0.11,4.27,3.705,3.32,4.304,3.985,87.24,55.3,56.33,65.06,110.2
Energisa S.A. (BOVESPA:ENGI3),ENGI3,Electric Utilities,Utilities,Electric Utilities,"24,669.50","59,833.30","35,112,192","33,715,476","28,531,858","26,503,137","26,475,504","8,658,716","8,407,625","7,624,497","6,996,222","5,869,570","6,738,124","6,549,589","6,047,316","5,721,758","4,626,584","3,095,723","2,836,300","2,704,100","4,196,378","2,527,789","4,362,692","4,636,282","2,583,534","2,428,020","2,814,807","1,254,643","899,139","1,298,424","916,207","773,505","79,416,800","77,181,653","68,068,471","59,670,668","54,258,000","39,199,220","36,539,922","32,459,439","28,278,171","23,200,583","22,909,095","22,143,222","15,715,696","12,483,752","9,085,560",13.33,18.17,7.66,0.1,31.2,26.35,26.68,27.27,27.13,21.52,24.66,24.94,26.72,26.4,22.17,19.19,19.43,21.2,21.59,17.48,9.73,11.24,6.64,8.06,9.79,171.11,165.02,206.54,226.52,255.36,4.52,4.35,4.26,4.04,3.95,5.5,5.64,5.92,6.28,5.81,7.24,7.66,8.5,9.79,9.66,20.56,24.49,18.32,22.51,33.72,-6.83,-6.83,-0.73,-15.7,-5.34,-1.58,-1.58,5.19,-5.8,0.63,1.23,1.23,1.12,1.11,1.27,"-995,070","-531,546","1,481,175","-1,538,031","166,218","-2,929,896","-2,304,233","-208,888","-4,160,768","-1,413,650",1.7,6.86,8.82,NM,1.77,7.12,9.15,NM,1.77,7.12,9.15,NM,1.62,7.12,9.15,NM,1.77,7.12,9.15,NM,8.83,11.77,16.45,8.96,18.27,1.65,1.87,3.41,2.99,4.04,2.13,2.08,2,7.38,6.96,6.53,9.38,9.22,8.85,NA,13.6,NA,1.3,1.2,NA,13.15,10.95,18.46,13.92,14.8,55.1,"2,285,652,288","2,285,652,288","2,035,314,165","2,035,314,165","1,809,942,725",0.75,1.03,0.09,0.31,0.58,0.58,0.34,0.391,0.57,71.9,42.12,66.34,74.07,34.48
Eneva S.A. (BOVESPA:ENEV3),ENEV3,Independent Power and Renewable Electricity Producers,Utilities,Independent Power Producers and Energy Traders,"32,501.61","53,300.20","15,377,317","11,387,505","10,090,895","6,128,603","5,124,441","4,409,864","3,382,614","4,017,337","1,765,467","1,996,314","2,732,872","2,221,111","2,671,423","967,944","1,440,279","1,580,140","1,728,575","1,910,100","955,892","228,362","250,647","549,472","303,432","375,774","1,173,292","2,995,425","3,194,255","2,342,061","1,291,295","992,290","53,385,056","52,770,780","43,565,879","41,713,969","18,244,555","23,191,001","21,872,313","23,292,490","22,129,839","7,909,999","20,958,420","20,214,767","14,937,636","13,736,018","8,996,623",69.8,12.85,64.65,19.6,58,30.95,34.72,36.78,30.64,37.92,28.68,29.71,39.81,28.81,38.96,17.77,19.51,26.47,15.79,28.11,-1.4,0.37,2.16,6.13,22.9,110.65,108.2,155.93,161.11,87.92,4.69,5.59,5.44,12.25,3.86,3.49,2.88,3.92,2.02,5.22,4.07,3.46,4.51,2.29,5.63,1.35,3.13,2.12,3.31,13.86,1.62,1.62,-14.79,-11.65,-2.2,10.23,10.23,-4.2,-2.11,0.43,1.47,1.47,1.28,1.11,2.22,"445,788","1,164,565","-423,594","-129,116","22,232","-441,493","184,513","-1,491,966","-713,898","-112,525",3.47,10.76,19.45,119.58,4.68,13.61,23.93,45.77,4.68,13.61,23.93,45.77,4.67,13.61,23.93,45.77,4.68,13.61,23.93,45.77,NM,76.93,50.56,12.39,17.91,1.66,1.35,1.57,1.6,2.26,4.55,5.33,4.21,8.01,9.67,7.09,11.32,14.93,9.67,16.9,29,10.6,1.6,1.6,1.6,16.79,10.54,13.6,11.4,14.22,51.74,"1,935,771,612","1,931,389,721","1,582,655,497","1,581,774,792","1,265,477,991",1.03,1.11,0.34,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Engie Brasil Energia S.A. (BOVESPA:EGIE3),EGIE3,Independent Power and Renewable Electricity Producers,Utilities,Renewable Electricity,"33,477.52","56,932.50","11,906,945","11,218,635","10,747,784","11,906,605","12,540,673","6,630,765","6,596,648","6,337,303","6,159,306","6,577,370","5,481,952","5,538,120","5,424,985","5,178,308","5,543,428","2,917,230","2,605,199","2,341,659","2,989,423","3,300,504","3,141,347","4,302,841","3,429,060","2,664,568","1,564,970","5,660,413","3,958,758","5,255,767","2,235,887","5,156,406","53,308,650","50,112,301","42,224,473","38,186,752","38,115,725","28,118,199","24,851,664","21,157,547","18,306,173","20,749,656","13,413,295","12,280,398","9,816,210","8,440,172","7,932,597",11.96,4.38,-9.73,-5.06,2.3,50.13,54.43,54.96,46.94,47.14,55.69,58.8,58.96,51.73,52.45,46.04,49.37,50.48,43.49,44.2,25.27,38.15,31.91,22.37,12.47,209.63,202.37,215.54,216.89,261.58,4.2,3.76,3.33,2.97,3.15,6.87,7.5,8.43,8.48,9.45,9.04,10.17,11.75,11.68,12.84,24.66,38.95,37.57,32.55,19.97,-19.85,-19.85,8.65,7.01,0.09,-5.34,-5.34,22.27,22.7,16.53,0.99,0.99,1.46,1.25,1.48,"-650,113","-599,146","2,393,254","2,703,029","2,073,438","-2,473,382","-2,227,395","929,717","834,639","10,623",4.78,7.64,9.11,NM,5.07,7.77,9.11,NM,5.07,7.77,9.11,NM,3.71,7.77,9.11,NM,5.07,7.77,9.11,NM,11.13,8.32,13.86,19.6,11.27,2.72,3.22,4.38,3.86,4.07,5.15,5.02,4.67,7.9,7.37,6.82,9.46,8.97,8.29,11.6,11.2,9.3,2.6,2.5,2.2,41.03,34.95,45.24,37.56,38.65,31.28,"815,927,740","815,927,740","815,927,740","815,927,740","815,927,740",0.55,0.85,0.21,0.6,2.064,2.326,2.337,3.316,2.498,76.96,26.5,69.38,85.84,178.59
